id,name,name_en,category,manufacturer,type,torque,speed,weight,voltage,protocol,interface,position_resolution,applications,price_range,compatibility,ros_support,domestic_rate,import_dependency,verified,quarantine,data_quality,source,source_tier,confidence,mech_status,mech_mount_type,mech_standard,std_assessed,std_ros2,entity_kind
PROTO-033,FlexxBotics Protocol,FlexxBotics Protocol,protocols,,robot_management,,varies,,,,,,industrial_robot; humanoid; smart_factory,,major_robot_brands,,,,False,False,ok,,C,0.3,n_a,,,False,,specification
PROTO-034,ROS2 over Zenoh,ROS2 over Zenoh,protocols,,middleware,,depends on transport,,,,,,robot_software; multi_robot; edge_cloud,,ROS2 Humble/Jazzy; Zenoh router,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,True,True,specification
PROTO-035,Matter over Thread 1.4,Matter over Thread 1.4,protocols,,iot_protocol,,250 Kbps (Thread),,,,,,home_robot; smart_home; service_robot,,Apple HomeKit; Google Home; Amazon Alexa; Samsung SmartThings,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,specification
PROTO-036,Wi-Fi 7 (802.11be),Wi-Fi 7 (802.11be),protocols,,wireless,,up to 46 Gbps,,,,,,mobile_robot; AMR; teleoperation; humanoid,,Intel BE200; Qualcomm FastConnect 7800; MediaTek Filogic,,,,True,False,ok,web aggregation (credibility A),B,0.72,n_a,,,False,,specification
PROTO-040,Embodied AI Robot Comm Network,Embodied AI Robot Comm Network,protocols,,embodied_ai_network,,multi-Gbps,,,,,,humanoid; embodied_ai; smart_factory,,Chinese and international chip/module vendors,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,specification
PROTO-041,DDS-TSN Integration,DDS-TSN Integration,protocols,,middleware,,1 Gbps,,,,,,industrial_robot; humanoid; autonomous_vehicle,,RTI Connext; eProsima FastDDS; TSN switches,,,,True,False,ok,web aggregation (credibility A),B,0.72,n_a,,,False,,specification
PROTO-042,IEEE RoboCom 2026,IEEE RoboCom 2026,protocols,,workshop_standard,,,,,,,,,,,,,,True,False,ok,web_search_2026,C,0.6,n_a,,,False,,specification
PROTO-043,ROBOCOMM,ROBOCOMM,protocols,,conference_standard,,,,,,,,,,,,,,True,False,ok,web_search_2026,C,0.6,n_a,,,False,,specification
PROTO-044,EtherCAT over TSN v2,EtherCAT over TSN v2,protocols,,industrial_ethernet,,,,,,,,,,,,,,True,False,ok,web_search_2026,C,0.6,n_a,,,False,,specification
PROTO-045,CAN XL,CAN XL,protocols,,fieldbus,,,,,,,,,,,,,,True,False,ok,web_search_2026,C,0.6,n_a,,,False,,specification
PROTO-046,6G NR for Robotics,6G NR for Robotics,protocols,,wireless,,,,,,,,,,,,,,True,False,ok,web_search_2026,C,0.6,n_a,,,False,,specification
rproto-i3c,I3C (MIPI),I3C (MIPI),protocols,,sensor_communication,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,specification
rproto-opcua-dds-gateway,OPC UA/DDS Gateway Standard,OPC UA/DDS Gateway Standard,protocols,,interoperability,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,specification
rproto-5g-nr-urllc,5G NR URLLC,5G NR URLLC,protocols,,,,,,,,,,,,,,,,True,False,ok,linkedin.com (URL 引用),B,0.6,n_a,,,False,,specification
rproto-can-xl-v2,CAN XL v2,CAN XL v2,protocols,,bus_protocol,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,specification
rproto-wifi7-mlo,Wi-Fi 7 MLO,Wi-Fi 7 MLO,protocols,,,,,,,,,,,,,,,,True,False,ok,linkedin.com (URL 引用),B,0.6,n_a,,,False,,specification
rproto-ethercat-g,EtherCAT G,EtherCAT G,protocols,,,,,,,,,,,,,,,,True,False,ok,linkedin.com (URL 引用),B,0.6,n_a,,,False,,specification
rproto-thread-14,Thread 1.4 Mesh Protocol,Thread 1.4 Mesh Protocol,protocols,,mesh_networking,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,specification
rproto-ieee8021-tsn-profile,IEEE 802.1 TSN Profile for Robotics,IEEE 802.1 TSN Profile for Robotics,protocols,,tsn_standard,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility A),C,0.72,n_a,,,False,,specification
rproto-robot-comm-electronics,Robot Communication Electronics Standard,Robot Communication Electronics Standard,protocols,,communication_standard,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,specification
rproto-delft-comm,DelftX Robot Communication Protocol,DelftX Robot Communication Protocol,protocols,,educational_standard,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,specification
rproto-zenoh-flow,Zenoh-Flow,Zenoh-Flow,protocols,,data_flow_framework,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,False,,specification
rproto-robotcore,ROBOTCORE,ROBOTCORE,protocols,,hardware_acceleration,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,True,True,specification
rproto-cyclonedds,Cyclone DDS,Cyclone DDS,protocols,,dds_implementation,,,,,,,,,,,,,,True,False,ok,web aggregation (credibility B),C,0.62,n_a,,,True,True,specification
rproto-thread-1.4,Thread 1.4,Thread 1.4,protocols,,,,,,,,,,,,,,,,True,False,ok,thinkrobotics.com (URL 引用),B,0.6,n_a,,,False,,specification
PROTOCOL-a1b2c3,VLA,VLA,protocols,,智能协议,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,specification
PROTOCOL-d4e5f6,CE机械安全认证,CE Machinery Safety Certification,protocols,,安全协议,,,,,,,,,,,,,,False,True,non_entity,,C,0.3,n_a,,,False,,market_intelligence
PROTOCOL-g7h8i9,TC591,TC591,protocols,,标准化协议,,,,,,,,,,,,,,False,True,non_entity,,C,0.3,n_a,,,False,,market_intelligence
PROTOCOL-j0k1l2,48V-300VDC,48V-300VDC,protocols,,电气协议,,,,,,,,,,,,,,False,True,non_entity,,C,0.3,n_a,,,False,,market_intelligence
PROTOCOL-m3n4o5,IP55,IP55,protocols,,防护协议,,,,,,,,,,,,,,False,True,non_entity,,C,0.3,n_a,,,False,,market_intelligence
PROTOCOL-p6q7r8,通讯协议全覆盖,Full Communication Protocol Coverage,protocols,,通信协议,,,,,,,,,,,,,,False,True,non_entity,,C,0.3,n_a,,,False,,market_intelligence
PROTOCOL-s9t0u1,IP55防护协议,IP55 Protection Protocol,protocols,,防护标准,,,,,,,,,,,,,,False,True,non_entity,,C,0.3,n_a,,,False,,market_intelligence
PROTOCOL-v2w3x4,系列化标准协议,Serialized Standard Protocol,protocols,,产品标准,,,,,,,,,,,,,,False,True,non_entity,,C,0.3,n_a,,,False,,market_intelligence
SENS-001,LiDAR (Light Detection and Ranging),LiDAR (Light Detection and Ranging),sensors,"Velodyne (Ouster), Luminar, Hesai, Livox, Innoviz",3D depth sensing,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-002,Event Camera (Neuromorphic Vision),Event Camera (Neuromorphic Vision),sensors,"Prophesee (Metavision), iniVation (DAVIS), CelePixel",Vision sensor,,,,,,,,,,,,,,False,False,ok,Public Specification / Community Aggregation,C,0.55,not_declared,unknown,,False,,component
SENS-003,Tactile Sensor (GelSight),Tactile Sensor (GelSight),sensors,"GelSight (MIT spinoff), SynTouch, Pressure Profile Systems",Touch sensing,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-004,IMU (Inertial Measurement Unit),IMU (Inertial Measurement Unit),sensors,"Bosch, InvenSense (TDK), STMicroelectronics, Analog Devices",Motion sensing,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-005,Force/Torque Sensor,Force/Torque Sensor,sensors,"ATI Industrial Automation, OnRobot, SCHUNK, ME-Meßsysteme",Force sensing,,,,,,,,,,,,,,False,False,ok,Public Specification / Community Aggregation,C,0.55,not_declared,unknown,,False,,component
SENS-006,XELA uSkin 3-Axis Tactile Sensor,XELA uSkin 3-Axis Tactile Sensor,sensors,XELA Robotics,Tactile sensing (3-axis),,,,,,,,,,,,,,True,False,ok,Intel Official,C,0.9,not_declared,unknown,,False,,component
SENS-007,Robotiq TSF-85 Tactile Sensor Fingertips,Robotiq TSF-85 Tactile Sensor Fingertips,sensors,Robotiq,Tactile sensing (multimodal),,,,,,,,,,,,,,True,False,ok,NVIDIA Official Documentation,B,0.9,not_declared,unknown,,False,,component
SENS-008,Tactile Foundation Model Sensor Suite,Tactile Foundation Model Sensor Suite,sensors,"Multiple (Meta AI Research, XELA, academic labs)",AI-powered tactile perception system,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-009,Bioinspired Flexible Tactile Sensor,Bioinspired Flexible Tactile Sensor,sensors,Academic research (ACS Applied Materials & Interfaces 2025),Flexible/soft tactile sensor,,,,,,,,,,,,,,False,False,ok,Public Specification / Community Aggregation,C,0.55,not_declared,unknown,,False,,component
SENS-tesla-optimus-g3-suite,Tesla Optimus Gen 3 Sensor Suite,Tesla Optimus Gen 3 Sensor Suite,sensors,Tesla,Multi-modal robot sensor system,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-unitree-g1-lidar,Unitree G1 Perception System (3D LiDAR + Depth Camera),Unitree G1 Perception System (3D LiDAR + Depth Camera),sensors,Unitree Robotics (China),Robot perception sensor suite,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-unitree-h1-360depth,Unitree H1 360° Depth Perception System,Unitree H1 360° Depth Perception System,sensors,Unitree Robotics (China),Multi-modal depth sensing system,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-13,High-Res LiDAR Unit V2,High-Res LiDAR Unit V2,sensors,,LiDAR,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-14,9-Axis IMU Fusion Module,9-Axis IMU Fusion Module,sensors,,IMU,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-15,Pan-Tilt-Zoom Optical Camera,Pan-Tilt-Zoom Optical Camera,sensors,,Camera,,,,,,,,,,,,,,False,False,ok,Public Specification / Community Aggregation,C,0.55,not_declared,unknown,,False,,component
SENS-16,Multi-Spectral Vision Array,Multi-Spectral Vision Array,sensors,,Camera,,,,,,,,,,,,,,False,False,ok,Public Specification / Community Aggregation,C,0.55,not_declared,unknown,,False,,component
SENS-17,Electro-Active Tactile Skin,Electro-Active Tactile Skin,sensors,,Tactile,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-18,Gripper Contact Array,Gripper Contact Array,sensors,,Tactile,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-19,Wide-Angle Ultrasonic Array,Wide-Angle Ultrasonic Array,sensors,,Ultrasonic,,,,,,,,,,,,,,False,False,ok,Public Specification / Community Aggregation,C,0.55,not_declared,unknown,,False,,component
SENS-20,6-Axis Force-Torque Sensor,6-Axis Force-Torque Sensor,sensors,,Force Torque,,,,,,,,,,,,,,False,False,ok,Public Specification / Community Aggregation,C,0.55,not_declared,unknown,,False,,component
SENS-21,Solid-State LiDAR Scanner,Solid-State LiDAR Scanner,sensors,,LiDAR,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-22,Laser Vibrometer,Laser Vibrometer,sensors,,Ultrasonic,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-23,Event-Based Vision Sensor,Event-Based Vision Sensor,sensors,,Camera,,,,,,,,,,,,,,False,False,ok,Public Specification / Community Aggregation,C,0.55,not_declared,unknown,,False,,component
SENS-24,3D Tactile Digit,3D Tactile Digit,sensors,,Tactile,,,,,,,,,,,,,,False,False,ok,Public Specification / Community Aggregation,C,0.55,not_declared,unknown,,False,,component
SENS-25,3D Time-of-Flight Camera,3D Time-of-Flight Camera,sensors,,Camera,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-26,Microphone Array,Microphone Array,sensors,,Ultrasonic,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-27,Strain-Gauge Torque Sensor,Strain-Gauge Torque Sensor,sensors,,Force Torque,,,,,,,,,,,,,,False,False,ok,Public Specification / Community Aggregation,C,0.55,not_declared,unknown,,False,,component
SENS-28,Velodyne VLP-32C LiDAR,Velodyne VLP-32C LiDAR,sensors,,LiDAR,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-29,Xsens MTi-300 IMU,Xsens MTi-300 IMU,sensors,,IMU,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-30,Intel RealSense D435i Camera,Intel RealSense D435i Camera,sensors,,Camera,,,,,,,,,,,,,,True,False,ok,Intel Official,C,0.9,not_declared,unknown,,False,,component
SENS-31,Robotiq FT 300 Force-Torque Sensor,Robotiq FT 300 Force-Torque Sensor,sensors,,Force-Torque,,,,,,,,,,,,,,True,False,ok,Robotiq 官方产品手册（FT 300-S Instruction Manual，含耦合件 PCD/螺纹清单）：https://assets.robotiq.com/website-assets/support_documents/document/FT300-S_Sensor_Manual_OMRON_TM_PDF_20210301.pdf,A,0.92,declared,flange_mount,"['ISO 9409-1-50-4-M6', 'ISO 9409-1-31.5-4-M5', 'ISO 9409-1-40-4-M6']",False,,component
SENS-32,MaxBotix MB7066 Ultrasonic Sensor,MaxBotix MB7066 Ultrasonic Sensor,sensors,,Ultrasonic,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-33,SynTouch BioTac Tactile Sensor,SynTouch BioTac Tactile Sensor,sensors,,Tactile,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-34,Ouster OS1-64 LiDAR,Ouster OS1-64 LiDAR,sensors,,LiDAR,,,,,,,,,,,,,,False,False,ok,Public Specification / Community Aggregation,C,0.55,not_declared,unknown,,False,,component
SENS-35,Bosch BNO055 IMU,Bosch BNO055 IMU,sensors,,IMU,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-36,FLIR Blackfly S Camera,FLIR Blackfly S Camera,sensors,,Camera,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-37,ATI Mini45 Force-Torque Sensor,ATI Mini45 Force-Torque Sensor,sensors,,Force-Torque,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-38,HC-SR04 Ultrasonic Sensor,HC-SR04 Ultrasonic Sensor,sensors,,Ultrasonic,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-39,Optoforce Tactile Sensor Array,Optoforce Tactile Sensor Array,sensors,,Tactile,,,,,,,,,,,,,,False,False,ok,ROS Wiki / Open Source Community,C,0.55,not_declared,unknown,,False,,component
SENS-40,Livox Horizon LiDAR,Livox Horizon LiDAR,sensors,,LiDAR,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
SENS-41,Sony IMX477 Camera Module,Sony IMX477 Camera Module,sensors,,Camera,,,,,,,,,,,,,,False,False,ok,Public Specification / Community Aggregation,C,0.55,not_declared,unknown,,False,,component
SENS-42,ATI Nano17 Force-Torque Sensor,ATI Nano17 Force-Torque Sensor,sensors,,Force-Torque,,,,,,,,,,,,,,True,False,ok,ATI Industrial Automation Official,C,0.9,not_declared,unknown,,False,,component
sensor-ft-001,ATI Nano43 六维力/力矩传感器,ATI Nano43 6-Axis Force/Torque Sensor,sensors,,力/力矩传感器,,,,,,,,,$3000-5000,,,,,True,False,ok,ATI Industrial Automation Official,B,0.9,not_declared,unknown,,False,,component
sensor-ft-002,坤维 KWR46B 六维力传感器,Kunwei KWR46B 6-Axis Force Sensor,sensors,,力/力矩传感器,,,,,,,,,$2000-4000,,,,,True,False,ok,坤维科技 Official,C,0.9,not_declared,unknown,,False,,component
sensor-tactile-001,SynTouch BioTac 仿生触觉传感器,SynTouch BioTac Bio-inspired Tactile Sensor,sensors,,仿生触觉,,,,,,,,,$5000-8000,,,,,True,False,ok,SynTouch LLC Official,B,0.9,not_declared,unknown,,False,,component
sensor-imu-001,Xsens MTi-30 惯性测量单元,Xsens MTi-30 Inertial Measurement Unit,sensors,,惯性测量单元,,,,,,,,,$1000-2000,,,,,True,False,ok,Xsens (Movella) Official,B,0.9,not_declared,unknown,,False,,component
SENS-047,ATI Mini40 六轴力/力矩传感器,ATI Mini40 Force-Torque Sensor,sensors,ATI Industrial Automation (Novanta),Force-Torque,,,,,,,,,,,,,,True,False,ok,Web Research,C,0.9,not_declared,unknown,,False,,component
SENS-048,ATI Mini45 六轴力/力矩传感器,ATI Mini45 Force-Torque Sensor,sensors,ATI Industrial Automation (Novanta),Force-Torque,,,,,,,,,,,,,,True,False,ok,Web Research,C,0.9,not_declared,unknown,,False,,component
SENS-049,OnRobot HEX-E 六轴力/力矩传感器,OnRobot HEX-E Force-Torque Sensor,sensors,OnRobot,Force-Torque,,,,,,,,,,,,,,True,False,ok,Web Research,C,0.9,not_declared,unknown,,False,,component
SENS-050,Bota Systems MiniONE 六轴力传感器,Bota Systems MiniONE Force-Torque Sensor,sensors,Bota Systems,Force-Torque,,,,,,,,,,,,,,True,False,ok,Web Research,C,0.9,not_declared,unknown,,False,,component
SENS-051,蓝点触控六维力传感器,LinkTouch 6-Axis Force/Torque Sensor,sensors,蓝点触控 (LinkTouch),Force-Torque,,,,,,,,,,,,,,False,False,ok,Web Research,C,0.55,not_declared,unknown,,False,,component
SENS-052,宇立仪器 M4313SXX 多轴力传感器,Sunrise SRI M4313SXX Multi-Axis Force Sensor,sensors,宇立仪器 (Sunrise SRI),Force-Torque,,,,,,,,,,,,,,True,False,ok,Web Research,C,0.9,not_declared,unknown,,False,,component
SENS-053,GelSight Mini 视触觉传感器,GelSight Mini Vision-Based Tactile Sensor,sensors,GelSight Inc. (MIT),Tactile,,,,,,,,,,,,,,True,False,ok,Web Research,C,0.9,not_declared,unknown,,False,,component
SENS-054,Meta DIGIT 视触觉传感器,Meta DIGIT Vision-Based Tactile Sensor,sensors,Meta AI Research,Tactile,,,,,,,,,,,,,,True,False,ok,Web Research,C,0.9,not_declared,unknown,,False,,component
SENS-055,TacTip 仿生光学触觉传感器,TacTip Bio-inspired Optical Tactile Sensor,sensors,Bristol Robotics Laboratory,Tactile,,,,,,,,,,,,,,False,False,ok,Web Research,C,0.55,not_declared,unknown,,False,,component
SENS-056,SynTouch BioTac 仿生触觉传感器,SynTouch BioTac Biomimetic Tactile Sensor,sensors,SynTouch LLC,Tactile,,,,,,,,,,,,,,True,False,ok,Web Research,C,0.9,not_declared,unknown,,False,,component
SENS-057,戴盟机器人 DM-Tac W2 视触觉传感器,Daimon Robotics DM-Tac W2 Tactile Sensor,sensors,戴盟机器人 (Daimon Robotics),Tactile,,,,,,,,,,,,,,True,False,ok,Web Research,C,0.9,not_declared,unknown,,False,,component
SENS-058,帕西尼 PX-6AX 多维触觉传感器,PaXini PX-6AX Multi-Dimensional Tactile Sensor,sensors,帕西尼感知科技 (PaXini),Tactile,,,,,,,,,,,,,,False,False,ok,Web Research,C,0.55,not_declared,unknown,,False,,component
SENS-059,Tekscan I-Scan 压力分布传感器,Tekscan I-Scan Pressure Mapping System,sensors,Tekscan,Pressure Distribution,,,,,,,,,,,,,,True,False,ok,Web Research,C,0.9,not_declared,unknown,,False,,component
SENS-060,PPS TactArray 触觉压力分布传感器,PPS TactArray Pressure Distribution Sensor,sensors,Pressure Profile Systems (PPS),Pressure Distribution,,,,,,,,,,,,,,True,False,ok,Web Research,C,0.9,not_declared,unknown,,False,,component
SENS-061,汉威/能斯达 ZNS-01 柔性电子皮肤,Hanwei/Nexsense ZNS-01 Flexible Electronic Skin,sensors,汉威科技/能斯达电子,Electronic Skin,,,,,,,,,,,,,,True,False,ok,Web Research,C,0.9,not_declared,unknown,,False,,component
SENS-062,他山科技 SNN触觉芯片,Tashan Tech SNN Tactile Chip,sensors,他山科技 (清华系),Electronic Skin,,,,,,,,,,,,,,False,False,ok,Web Research,C,0.55,not_declared,unknown,,False,,component
RPLAT-001,Boston Dynamics Atlas,Boston Dynamics Atlas,platforms,Boston Dynamics (Hyundai),Humanoid robot platform,,,,,,,,,,,,,,True,False,ok,官方页面：https://bostondynamics.com/atlas/,A,0.88,not_declared,unknown,,False,,component
RPLAT-002,Tesla Optimus (Bot),Tesla Optimus (Bot),platforms,Tesla,Humanoid robot platform,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Tesla（无原始链接，未核验）,B,0.5,not_declared,unknown,,False,,component
RPLAT-003,Figure 02,Figure 02,platforms,Figure AI,Humanoid robot platform,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Figure AI（无原始链接，未核验）,B,0.5,not_declared,unknown,,False,,component
RPLAT-004,Unitree G1/H1,Unitree G1/H1,platforms,Unitree Robotics,Humanoid robot platform,,,,,,,,,,,,,,True,False,ok,官方页面：https://www.unitree.com/g1,A,0.88,not_declared,unknown,,False,,component
RPLAT-005,ANYmal (ANYbotics),ANYmal (ANYbotics),platforms,ANYbotics (ETH Zurich spinoff),Quadruped robot platform,,,,,,,,,,,,,,True,False,ok,官方页面：https://www.anybotics.com/robotics/anymal/,A,0.88,not_declared,unknown,,False,,component
RPLAT-006,DJI Matrice 350 RTK,DJI Matrice 350 RTK,platforms,DJI,Aerial robot platform,,,,,,,,,,,,,,True,False,ok,官方页面：https://enterprise.dji.com/matrice-350-rtk,A,0.88,not_declared,unknown,,False,,component
RPLAT-007,Figure 03,Figure 03,platforms,Figure AI,General-purpose humanoid robot,,,,,,,,,N/A (commercial),,,,,False,False,ok,厂商目录声明值：Figure AI（无原始链接，未核验）,B,0.5,not_declared,unknown,,False,,component
RPLAT-008,Embodied Tien Kung 3.0,Embodied Tien Kung 3.0,platforms,X-Humanoid,Full-size general-purpose humanoid robot,,,,,,,,,N/A,,,,,False,False,ok,,C,0.3,not_declared,unknown,,False,,component
RPLAT-009,Tesla Optimus Gen 3,Tesla Optimus Gen 3,platforms,Tesla,General-purpose humanoid robot,,,,,,,,,N/A (targeting affordable),,,,,False,True,duplicate,厂商目录声明值：Tesla（无原始链接，未核验）,B,0.5,not_declared,unknown,,False,,component
RPLAT-010,Tesla Optimus Gen 3,Tesla Optimus Gen 3,platforms,Tesla,General-purpose humanoid robot,,,,,,,,,Targeting affordable (mass production),,,,,False,False,ok,厂商目录声明值：Tesla（无原始链接，未核验）,B,0.5,not_declared,unknown,,False,,component
RPLAT-011,EngineAI T800 Humanoid Robot,EngineAI T800 Humanoid Robot,platforms,EngineAI (China),Full-size general-purpose humanoid robot,,,,,,,,,N/A,,,,,False,False,ok,厂商目录声明值：EngineAI (China)（无原始链接，未核验）,B,0.5,not_declared,unknown,,False,,component
RPLAT-012,Unitree G1 Humanoid Robot,Unitree G1 Humanoid Robot,platforms,Unitree Robotics (China),Compact humanoid robot (AI avatar),,,,,,,,,"From $13,500",,,,,False,False,ok,厂商目录声明值：Unitree Robotics (China)（无原始链接，未核验）,B,0.5,not_declared,unknown,,False,,component
RPLAT-013,Unitree H1 Humanoid Robot,Unitree H1 Humanoid Robot,platforms,Unitree Robotics (China),Full-size humanoid robot,,,,,,,,,N/A,,,,,False,False,ok,厂商目录声明值：Unitree Robotics (China)（无原始链接，未核验）,B,0.5,not_declared,unknown,,False,,component
RPLAT-014,NVIDIA Isaac GR00T Reference Humanoid Robot,NVIDIA Isaac GR00T Reference Humanoid Robot,platforms,NVIDIA (with Unitree),Open humanoid robot reference design,,,,,,,,,N/A (reference design),,,,,True,False,ok,官方页面：https://developer.nvidia.com/isaac/gr00t,A,0.88,not_declared,unknown,,False,,component
PLATFORM-abc123,Figure AI,Figure AI,platforms,Figure AI,人形机器人公司,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,organization
PLATFORM-def456,Agility Robotics,Agility Robotics,platforms,Agility Robotics,人形机器人公司,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,organization
PLATFORM-ghi789,特斯拉,Tesla,platforms,特斯拉,人形机器人公司,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,organization
PLATFORM-jkl012,波士顿动力,Boston Dynamics,platforms,波士顿动力,人形机器人公司,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,organization
PLATFORM-mno345,Apptronik,Apptronik,platforms,Apptronik,人形机器人公司,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,organization
PLATFORM-pqr678,1X Technologies,1X Technologies,platforms,1X Technologies,人形机器人公司,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,organization
PLATFORM-stu901,Unitree Robotics,Unitree Robotics,platforms,Unitree Robotics,人形机器人公司,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,organization
PLATFORM-vwx234,AgiBot,AgiBot,platforms,AgiBot,人形机器人公司,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,organization
PLATFORM-yza567,优傲机器人,Universal Robots,platforms,优傲机器人,机器人公司,,,,,,,,,,,,,,False,True,placeholder_id,,C,0.3,n_a,,,False,,organization
FA-001,DEKA Luke Arm,DEKA Luke Arm,flexible_actuators,DEKA,Multi-DOF Hand,,,,,,,,,,,,,,False,False,ok,,C,0.3,not_declared,unknown,,False,,component
FA-002, Festo DHEF, Festo DHEF,flexible_actuators,Festo,Flexible Actuator,,,,,,,,,,,,,,False,False,ok,,C,0.3,not_declared,unknown,,False,,component
FA-003,QMC Soft Gripper,QMC Soft Gripper,flexible_actuators,QMC,Soft Gripper,,,,,,,,,,,,,,False,False,ok,,C,0.3,not_declared,unknown,,False,,component
FA-004,PESCO Soft Actuator,PESCO Soft Actuator,flexible_actuators,Shadow Robot,Pneumatic Muscle,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Shadow Robot（无原始链接，未核验）,B,0.5,not_declared,unknown,,False,,component
FA-005,Shape Memory Alloy Actuator,Shape Memory Alloy Actuator,flexible_actuators,Various,SMA Actuator,,,,,,,,,,,,,,False,False,ok,,C,0.3,not_declared,unknown,,False,,component
FA-006,HASEL Actuator,HASEL Actuator,flexible_actuators,CU Boulder,Electrohydraulic,,,,,,,,,,,,,,False,False,ok,,C,0.3,not_declared,unknown,,False,,component
RAI-001,GR00T N1.7,GR00T N1.7,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：NVIDIA（无原始链接，未核验）,B,0.5,n_a,,,False,,software
RAI-002,LeRobot v0.6.0,LeRobot v0.6.0,robot_ai_models,,Framework,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：HuggingFace（无原始链接，未核验）,B,0.5,n_a,,,False,,software
